Character	Pinyin	Tone	Meaning	Story
租	Zu	1	rent	rent sings "Zu!" cheerfully!
粗	Cu	1	coarse	coarse sings "Cu!" cheerfully!
阻	Zu	3	block	block bends down drooping saying "Zu"!
疊	Die	2	heap	heap questions "Die? Why?" curiously!
壘	Lei	3	baseball base	baseball base bends down drooping saying "Lei"!
鋤	Chu	2	hoe	hoe questions "Chu? Why?" curiously!
叢	Cong	2	thicket	thicket questions "Cong? Why?" curiously!
樸	Pu	3	plain	plain bends down drooping saying "Pu"!
撲	Pu	1	pounce on	pounce on sings "Pu!" cheerfully!
僕	Pu	2	servant	servant questions "Pu? Why?" curiously!
譜	Pu	3	musical score	musical score bends down drooping saying "Pu"!
哄	Hong	1	fool	fool sings "Hong!" cheerfully!
洪	Hong	2	deluge	deluge questions "Hong? Why?" curiously!
烘	Hong	1	warm by a fire	warm by a fire sings "Hong!" cheerfully!
恭	Gong	1	respectful	respectful sings "Gong!" cheerfully!
拱	Gong	3	arch	arch bends down drooping saying "Gong"!
暴	Bao	4	violent	violent commands "Bao!" yells!
瀑	Pu	4	waterfall	waterfall commands "Pu!" yells!
爆	Bao	4	explode	explode commands "Bao!" yells!
殿	Dian	4	ceremonial hall	ceremonial hall commands "Dian!" yells!
戴	Dai	4	have on	have on commands "Dai!" yells!
翼	Yi	4	wings	wings commands "Yi!" yells!
糞	Fen	4	dung	dung commands "Fen!" yells!
撰	Zhuan	4	compose	compose commands "Zhuan!" yells!
啞	Ya	3	mute	mute bends down drooping saying "Ya"!
壺	Hu	2	kettle	kettle questions "Hu? Why?" curiously!
蟹	Xie	4	crab	crab commands "Xie!" yells!
懈	Xie	4	lax	lax commands "Xie!" yells!
購	Gou	4	purchase	purchase commands "Gou!" yells!
溝	Gou	1	ditch	ditch sings "Gou!" cheerfully!
鑰	Yao/yue (literary)	4	key	key commands "Yao/yue (literary)!" yells!
籲	Yu	4	plead	plead commands "Yu!" yells!
冊	Ce	4	Vol.	Vol. commands "Ce!" yells!
刪	Shan	1	delete	delete sings "Shan!" cheerfully!
柵	Zha (correct despite tts)	4	palisade	palisade commands "Zha (correct despite tts)!" yells!
珊	Shan	1	coral	coral sings "Shan!" cheerfully!
遍	Bian	4	everywhere	everywhere commands "Bian!" yells!
偏	Pian	1	partial	partial sings "Pian!" cheerfully!
淪	Lun	2	sink	sink questions "Lun? Why?" curiously!
倫	Lun	2	human relationships	human relationships questions "Lun? Why?" curiously!
抵	Di	3	resist	resist bends down drooping saying "Di"!
氓	Mang	2	hoodlum	hoodlum questions "Mang? Why?" curiously!
哺	Bu	3	breastfeed	breastfeed bends down drooping saying "Bu"!
鋪	Pu	4	shop	shop commands "Pu!" yells!
輔	Fu	3	supplement	supplement bends down drooping saying "Fu"!
捕	Bu	3	capture	capture bends down drooping saying "Bu"!
敷	Fu	1	apply	apply sings "Fu!" cheerfully!
浦	Pu	3	river mouth	river mouth bends down drooping saying "Pu"!
蒲	Pu	2	cattail	cattail questions "Pu? Why?" curiously!
薄	Bo	2	slight	slight questions "Bo? Why?" curiously!
簿	Bu	4	register	register commands "Bu!" yells!
傅	Fu	4	mentor	mentor commands "Fu!" yells!
縛	Fu	4	bind fast	bind fast commands "Fu!" yells!
郭	Guo	1	outer walls	outer walls sings "Guo!" cheerfully!
廓	Kuo	4	limitless	limitless commands "Kuo!" yells!
鄙	Bi	3	despicable	despicable bends down drooping saying "Bi"!
耶	Ye	1	Jerusalem	Jerusalem sings "Ye!" cheerfully!
爺	Ye	2	grandfather	grandfather questions "Ye? Why?" curiously!
郊	Jiao	1	outskirts	outskirts sings "Jiao!" cheerfully!
邦	Bang	1	nation	nation sings "Bang!" cheerfully!
綁	Bang	3	truss	truss bends down drooping saying "Bang"!
郵	You	2	post	post questions "You? Why?" curiously!
鄧	Deng	4	Deng	Deng commands "Deng!" yells!
擲	Zhi	4	hurl	hurl commands "Zhi!" yells!
廊	Lang	2	hallway	hallway questions "Lang? Why?" curiously!
擁	Yong	1	hug	hug sings "Yong!" cheerfully!
緞	Duan	4	satin	satin commands "Duan!" yells!
刁	Diao	1	wily	wily sings "Diao!" cheerfully!
叼	Diao	1	hold in the mouth	hold in the mouth sings "Diao!" cheerfully!
殷	Yin1	5	ardent	ardent says "Yin1" neutrally!
壽	Shou	4	longevity	longevity commands "Shou!" yells!
濤	Tao (tone one meaning wave)	1	large waves	large waves sings "Tao (tone one meaning wave)!" cheerfully!
鑄	Zhu	4	cast	cast commands "Zhu!" yells!
禱	Dao	3	pray	pray bends down drooping saying "Dao"!
籌	Chou	2	make arrangements	make arrangements questions "Chou? Why?" curiously!
伺	Ci	4	attend to	attend to commands "Ci!" yells!
飼	Si	4	rear	rear commands "Si!" yells!
舶	Bo	2	liner	liner questions "Bo? Why?" curiously!
航	Hang	2	navigate	navigate questions "Hang? Why?" curiously!
艇	Ting	3	light boat	light boat bends down drooping saying "Ting"!
艦	Jian	4	warship	warship commands "Jian!" yells!
艙	Cang	1	ship's cabin	ship's cabin sings "Cang!" cheerfully!
沿	Yan	2	along	along questions "Yan? Why?" curiously!
鉛	Qian	1	lead	lead sings "Qian!" cheerfully!
狐	Hu	2	fox	fox questions "Hu? Why?" curiously!
瓣	Ban	4	petal	petal commands "Ban!" yells!
溢	Yi	4	brim over	brim over commands "Yi!" yells!
暇	Xia	2	spare time	spare time questions "Xia? Why?" curiously!
霞	Xia	2	red sky	red sky questions "Xia? Why?" curiously!
氧	Yang	3	oxygen	oxygen bends down drooping saying "Yang"!
氛	Fen	1	atmosphere	atmosphere sings "Fen!" cheerfully!
氯	Lu	4	chlorine	chlorine commands "Lu!" yells!
氫	Qing	1	hydrogen	hydrogen sings "Qing!" cheerfully!
鞏	Gong	3	strengthen	strengthen bends down drooping saying "Gong"!
霸	Ba	4	tyrant	tyrant commands "Ba!" yells!
壩	Ba	4	dam	dam commands "Ba!" yells!
勒	Le	4	tighten	tighten commands "Le!" yells!
鞠	Ju	1	bow respectfully	bow respectfully sings "Ju!" cheerfully!
靴	Xue	1	boots	boots sings "Xue!" cheerfully!
鞭	Bian	1	whip	whip sings "Bian!" cheerfully!
芽	Ya	2	sprout	sprout questions "Ya? Why?" curiously!
訝	Ya	4	suprised	suprised commands "Ya!" yells!
撐	Cheng	1	prop up	prop up sings "Cheng!" cheerfully!
雅	Ya	3	polished	polished bends down drooping saying "Ya"!
邪	Xie	2	wicked	wicked questions "Xie? Why?" curiously!
奧	Ào	5	of great depth	of great depth says "Ào" neutrally!
澳	Ào	5	deep inlet	deep inlet says "Ào" neutrally!
懊	Ào	5	remorseful	remorseful says "Ào" neutrally!
悉	Xi	1	be informed	be informed sings "Xi!" cheerfully!
竊	Qie	4	pilfer	pilfer commands "Qie!" yells!
審	Shen	3	painstaking	painstaking bends down drooping saying "Shen"!
嬸	Shen	3	auntie	auntie bends down drooping saying "Shen"!
毯	Tan	3	blanket	blanket bends down drooping saying "Tan"!
毫	Hao	2	milli-	milli- questions "Hao? Why?" curiously!
耗	Hao	4	consume	consume commands "Hao!" yells!
耕	Geng	1	till	till sings "Geng!" cheerfully!
籍	Ji	2	records	records questions "Ji? Why?" curiously!
藉	Jie	4	excuse	excuse commands "Jie!" yells!
托	Tuo	1	hold up	hold up sings "Tuo!" cheerfully!
畏	Wei	4	be afraid of	be afraid of commands "Wei!" yells!
喂	Wei	4	Hello...	Hello... commands "Wei!" yells!
脹	Zhang	4	bloated	bloated commands "Zhang!" yells!
帳	Zhang	4	tent	tent commands "Zhang!" yells!
肆	Si	4	IV	IV commands "Si!" yells!
鬍	Hu	2	beard	beard questions "Hu? Why?" curiously!
鬆	Song	1	loose	loose sings "Song!" cheerfully!
鵬	Peng	2	roc	roc questions "Peng? Why?" curiously!
鳴	Ming	2	twitter	twitter questions "Ming? Why?" curiously!
鴻	Hong	2	swan	swan questions "Hong? Why?" curiously!
鴿	Ge	1	pigeon	pigeon sings "Ge!" cheerfully!
鶴	He	4	crane	crane commands "He!" yells!
鶯	Ying	1	oriole	oriole sings "Ying!" cheerfully!
鵲	Que	4	magpie	magpie commands "Que!" yells!
鷗	Ōu	5	gull	gull says "Ōu" neutrally!
鴉	Ya	1	raven	raven sings "Ya!" cheerfully!
鵝	É	5	goose	goose says "É" neutrally!
烏	Wu	1	crow	crow sings "Wu!" cheerfully!
嗚	Wu	1	zoom-zoom	zoom-zoom sings "Wu!" cheerfully!
搗	Dao	3	pound with a pestle	pound with a pestle bends down drooping saying "Dao"!
寓	Yu	4	residence	residence commands "Yu!" yells!
愚	Yu	2	pea-brained	pea-brained questions "Yu? Why?" curiously!
偶	Ǒu	5	by chance	by chance says "Ǒu" neutrally!
厲	Li	4	stern	stern commands "Li!" yells!
勵	Li	4	encourage	encourage commands "Li!" yells!
鋼	Gang	1	steel	steel sings "Gang!" cheerfully!
崗	Gang	1	hillock	hillock sings "Gang!" cheerfully!
綱	Gang	1	guidelines	guidelines sings "Gang!" cheerfully!
逆	Ni	4	go against	go against commands "Ni!" yells!
溯	Su	4	go upstream	go upstream commands "Su!" yells!
塑	Su	4	plastic	plastic commands "Su!" yells!
缸	Gang	1	vat	vat sings "Gang!" cheerfully!
罐	Guan	4	jar	jar commands "Guan!" yells!
鬱	Yu	4	depressed	depressed commands "Yu!" yells!
鹽	Yan	2	salt	salt questions "Yan? Why?" curiously!
鹹	Xian	2	salty	salty questions "Xian? Why?" curiously!
掏	Tao	1	draw out	draw out sings "Tao!" cheerfully!
淘	Tao	2	wash in a container	wash in a container questions "Tao? Why?" curiously!
陶	Tao	2	pottery	pottery questions "Tao? Why?" curiously!
謠	Yao	2	rumor	rumor questions "Yao? Why?" curiously!
冤	Yuan	1	injustice	injustice sings "Yuan!" cheerfully!
饞	Chan	2	gluttonous	gluttonous questions "Chan? Why?" curiously!
挽	Wan	3	tow	tow bends down drooping saying "Wan"!
勉	Mian	3	strive	strive bends down drooping saying "Mian"!
橡	Xiang	4	rubber tree	rubber tree commands "Xiang!" yells!
豫	Yu	4	pleased	pleased commands "Yu!" yells!
騰	Teng	2	take flight	take flight questions "Teng? Why?" curiously!
碼	Ma	3	numeral	numeral bends down drooping saying "Ma"!
馴	Xun	2	tame	tame questions "Xun? Why?" curiously!
瑪	Ma	3	Mary	Mary bends down drooping saying "Ma"!
駐	Zhu	4	be stationed	be stationed commands "Zhu!" yells!
驕	Jiao	1	arrogant	arrogant sings "Jiao!" cheerfully!
馳	Chi	2	gallop	gallop questions "Chi? Why?" curiously!
螞	Ma	3	leech-hopper	leech-hopper bends down drooping saying "Ma"!
憑	Ping	2	proof	proof questions "Ping? Why?" curiously!
駛	Shi	3	maneuver	maneuver bends down drooping saying "Shi"!
騷	Sao	1	disturb	disturb sings "Sao!" cheerfully!
駕	Jia	4	drive	drive commands "Jia!" yells!
騾	Luo	2	mule	mule questions "Luo? Why?" curiously!
駁	Bo	2	refute	refute questions "Bo? Why?" curiously!
闖	Chuang	3	rush	rush bends down drooping saying "Chuang"!
驅	Qu	1	drive away	drive away sings "Qu!" cheerfully!
騙	Pian	4	cheat	cheat commands "Pian!" yells!
驟	Zhou	4	trot	trot commands "Zhou!" yells!
遞	Di	4	hand over	hand over commands "Di!" yells!
虜	Lu	3	take captive	take captive bends down drooping saying "Lu"!
虐	Nüe	4	despotic	despotic commands "Nüe!" yells!
膚	Fu	1	skin	skin sings "Fu!" cheerfully!
盧	Lu	2	Louvre	Louvre questions "Lu? Why?" curiously!
爐	Lu	2	stove	stove questions "Lu? Why?" curiously!
蘆	Lu	2	reeds	reeds questions "Lu? Why?" curiously!
驢	Lu	2	donkey	donkey questions "Lu? Why?" curiously!
虧	Kui	1	loss	loss sings "Kui!" cheerfully!
污	Wu	1	filthy	filthy sings "Wu!" cheerfully!
愕	È	5	stunned	stunned says "È" neutrally!
誇	Kua	1	brag	brag sings "Kua!" cheerfully!
垮	Kua	3	collapse	collapse bends down drooping saying "Kua"!
跨	Kua	4	straddle	straddle commands "Kua!" yells!
獻	Xian	4	donate	donate commands "Xian!" yells!
融	Rong	2	melt	melt questions "Rong? Why?" curiously!
隔	Ge	2	separate	separate questions "Ge? Why?" curiously!
濾	Lu	4	filter	filter commands "Lu!" yells!
慶	Qing	4	celebrate	celebrate commands "Qing!" yells!
薦	Jian	4	recommend	recommend commands "Jian!" yells!
傑	Jie	2	outstanding	outstanding questions "Jie? Why?" curiously!
瞬	Shun	4	instant	instant commands "Shun!" yells!
麟	Lin	2	Chinese unicorn	Chinese unicorn questions "Lin? Why?" curiously!
憐	Lian	2	pity	pity questions "Lian? Why?" curiously!
鄰	Lin	2	neighbor	neighbor questions "Lin? Why?" curiously!
曬	Shai	4	bask	bask commands "Shai!" yells!
灑	Sa	3	spill	spill bends down drooping saying "Sa"!
罷	Ba	4	cease	cease commands "Ba!" yells!
擺	Bai	3	put in order	put in order bends down drooping saying "Bai"!
唇	Chun	2	lips	lips questions "Chun? Why?" curiously!
辱	Ru	3	disgrace	disgrace bends down drooping saying "Ru"!
震	Zhen	4	quake	quake commands "Zhen!" yells!
振	Zhen	4	vibrate	vibrate commands "Zhen!" yells!
魄	Po	4	vigor	vigor commands "Po!" yells!
槐	Huai	2	scholar tree	scholar tree questions "Huai? Why?" curiously!
魅	Mei	4	enchant	enchant commands "Mei!" yells!
瑰	Gui	1	marvelous	marvelous sings "Gui!" cheerfully!
魂	Hun	2	soul	soul questions "Hun? Why?" curiously!
愧	Kui	4	ashamed	ashamed commands "Kui!" yells!
魁	Kui	2	leader	leader questions "Kui? Why?" curiously!
醜	Chou	3	ugly	ugly bends down drooping saying "Chou"!
壟	Long	3	raised path between fields	raised path between fields bends down drooping saying "Long"!
寵	Chong	3	dote on	dote on bends down drooping saying "Chong"!
龐	Pang	2	huge	huge questions "Pang? Why?" curiously!
攏	Long	3	draw near	draw near bends down drooping saying "Long"!
聾	Long	2	deaf	deaf questions "Long? Why?" curiously!
籠	Long	2	cage	cage questions "Long? Why?" curiously!
插	Cha	1	insert	insert sings "Cha!" cheerfully!
毀	Hui	3	ruin	ruin bends down drooping saying "Hui"!
舅	Jiu	4	mother's brother	mother's brother commands "Jiu!" yells!
樁	Zhuang	1	stake	stake sings "Zhuang!" cheerfully!
鑿	Zao	2	bore a hole	bore a hole questions "Zao? Why?" curiously!
鼠	Shu	3	mouse	mouse bends down drooping saying "Shu"!
竄	Cuan	4	scurry	scurry commands "Cuan!" yells!
臘	La	4	dried meat	dried meat commands "La!" yells!
蠟	La	4	wax	wax commands "La!" yells!
獵	Lie	4	hunt	hunt commands "Lie!" yells!
艘	Sou	1	vessels	vessels sings "Sou!" cheerfully!
嫂	Sao	3	elder brother's wife	elder brother's wife bends down drooping saying "Sao"!
瘦	Shou	4	emaciated	emaciated commands "Shou!" yells!
搜	Sou	1	search	search sings "Sou!" cheerfully!
稻	Dao	4	unhulled rice	unhulled rice commands "Dao!" yells!
蹈	Dao	3	tread	tread bends down drooping saying "Dao"!
滔	Tao	1	surging	surging sings "Tao!" cheerfully!
陷	Xian	4	get stuck	get stuck commands "Xian!" yells!
焰	Yan	4	flame	flame commands "Yan!" yells!
餡	Xian	4	flilling	flilling commands "Xian!" yells!
輛	Liang	4	vehicles	vehicles commands "Liang!" yells!
瞞	Man	2	dissemble	dissemble questions "Man? Why?" curiously!
爽	Shuang	3	frank	frank bends down drooping saying "Shuang"!
綴	Zhui	4	embellish	embellish commands "Zhui!" yells!
碰	Peng	4	bump	bump commands "Peng!" yells!
挪	Nuo	2	transfer	transfer questions "Nuo? Why?" curiously!
誣	Wu	1	charge falsely	charge falsely sings "Wu!" cheerfully!
譽	Yu	4	reputation	reputation commands "Yu!" yells!
嶼	Yu	3	islet	islet bends down drooping saying "Yu"!
傻	Sha	3	thick-headed	thick-headed bends down drooping saying "Sha"!
磚	Zhuan	1	brick	brick sings "Zhuan!" cheerfully!
惠	Hui	4	favor	favor commands "Hui!" yells!
穗	Sui	4	ear of grain	ear of grain commands "Sui!" yells!
曠	Kuang	4	expansive	expansive commands "Kuang!" yells!
礦	Kuang	4	mine	mine commands "Kuang!" yells!
擴	Kuo	4	enlarge	enlarge commands "Kuo!" yells!
聰	Cong	1	smart	smart sings "Cong!" cheerfully!
蔥	Cong	1	onion	onion sings "Cong!" cheerfully!
膽	Dan	3	gall bladder	gall bladder bends down drooping saying "Dan"!
瞻	Zhan	1	look upward	look upward sings "Zhan!" cheerfully!
摟	Lou	3	cuddle	cuddle bends down drooping saying "Lou"!
屢	Lu	3	time and again	time and again bends down drooping saying "Lu"!
濁	Zhuo	2	turbid	turbid questions "Zhuo? Why?" curiously!
燭	Zhu	2	candle	candle questions "Zhu? Why?" curiously!
觸	Chu	4	touch	touch commands "Chu!" yells!
囑	Zhu	3	admonish	admonish bends down drooping saying "Zhu"!
欄	Lan	2	railing	railing questions "Lan? Why?" curiously!
攔	Lan	2	impede	impede questions "Lan? Why?" curiously!
蹤	Zong	1	tracks	tracks sings "Zong!" cheerfully!
聳	Song	3	shrug	shrug bends down drooping saying "Song"!
劑	Ji	4	pharmaceutical	pharmaceutical commands "Ji!" yells!
齋	Zhai	1	abstain from food	abstain from food sings "Zhai!" cheerfully!
擠	Ji	3	squeeze	squeeze bends down drooping saying "Ji"!
鈕	Niu	3	push button	push button bends down drooping saying "Niu"!
羞	Xiu	1	shy	shy sings "Xiu!" cheerfully!
紐	Niu	3	New York	New York bends down drooping saying "Niu"!
脾	Pi	2	spleen	spleen questions "Pi? Why?" curiously!
啤	Pi	2	beer	beer questions "Pi? Why?" curiously!
碑	Bei	1	stele	stele sings "Bei!" cheerfully!
赫	He	4	illustrious	illustrious commands "He!" yells!
嚇	Xia	4	terrify	terrify commands "Xia!" yells!
奕	Yi	4	radiating vitality	radiating vitality commands "Yi!" yells!
跡	Ji	4	indication	indication commands "Ji!" yells!
辭	Ci	2	phraseology	phraseology questions "Ci? Why?" curiously!
龜	Gui	1	tortoise	tortoise sings "Gui!" cheerfully!
繩	Sheng	2	rope	rope questions "Sheng? Why?" curiously!
蠅	Ying	2	flies	flies questions "Ying? Why?" curiously!
蝴	Hu	2	butterfly (front end)	butterfly (front end) questions "Hu? Why?" curiously!
蝶	Die	2	butterfly (back end)	butterfly (back end) questions "Die? Why?" curiously!
蜘	Zhi	1	spider (front end)	spider (front end) sings "Zhi!" cheerfully!
蛛	Zhu	1	spider (back end)	spider (back end) sings "Zhu!" cheerfully!
駱	Luo	4	camel (front end)	camel (front end) commands "Luo!" yells!
駝	Tuo	2	camel (back end)	camel (back end) questions "Tuo? Why?" curiously!
蜻	Qing	1	dragonfly (front end)	dragonfly (front end) sings "Qing!" cheerfully!
蜓	Ting	2	dragonfly (back end)	dragonfly (back end) questions "Ting? Why?" curiously!
鳳	Feng	4	male phoenix	male phoenix commands "Feng!" yells!
凰	Huang	2	female phoenix	female phoenix questions "Huang? Why?" curiously!
橄	Gan	3	olive (A)	olive (A) bends down drooping saying "Gan"!
欖	Lan	3	olive (B)	olive (B) bends down drooping saying "Lan"!
玻	Bo	1	glass (front side)	glass (front side) sings "Bo!" cheerfully!
璃	Li	2	glass (back side)	glass (back side) questions "Li? Why?" curiously!
咖	Ka	1	coffee (first drop)	coffee (first drop) sings "Ka!" cheerfully!
啡	Fei	1	coffee (last drop)	coffee (last drop) sings "Fei!" cheerfully!
葡	Pu	2	grapes (A)	grapes (A) questions "Pu? Why?" curiously!
萄	Tao	2	grapes (B)	grapes (B) questions "Tao? Why?" curiously!
吩	Fen	1	in-(struct)	in-(struct) sings "Fen!" cheerfully!
咐	Fu	4	(in)-struct	(in)-struct commands "Fu!" yells!
乒	Ping	1	ping	ping sings "Ping!" cheerfully!
乓	Pang	1	pong	pong sings "Pang!" cheerfully!
崔	Cui	1	Cui	Cui sings "Cui!" cheerfully!
曹	Cao	2	Cao	Cao questions "Cao? Why?" curiously!
劉	Liu	2	Liu	Liu questions "Liu? Why?" curiously!
潘	Pan	1	Pan	Pan sings "Pan!" cheerfully!
梁	Lian	2	Liang2	Liang2 questions "Lian? Why?" curiously!
沈	Shen	3	Shen	Shen bends down drooping saying "Shen"!
鄭	Zheng	4	Zheng	Zheng commands "Zheng!" yells!
譚	Tan	2	Tam	Tam questions "Tan? Why?" curiously!
姚	Yao	2	Yao-2	Yao-2 questions "Yao? Why?" curiously!
魯	Lu	3	Lu3	Lu3 bends down drooping saying "Lu"!
姜	Jiang	1	Jiang-2	Jiang-2 sings "Jiang!" cheerfully!
范	Fan	4	Fan	Fan commands "Fan!" yells!
薛	Xue	1	Xue	Xue sings "Xue!" cheerfully!
涂	Tu	2	Tu	Tu questions "Tu? Why?" curiously!
彭	Peng	2	Peng	Peng questions "Peng? Why?" curiously!
郁	Yu	4	Yu-2	Yu-2 commands "Yu!" yells!
馮	Feng	2	Feng	Feng questions "Feng? Why?" curiously!
魏	Wei	4	Wei	Wei commands "Wei!" yells!
岳	Yue	4	Yue	Yue commands "Yue!" yells!
彿	Fu	2	as though	as though questions "Fu? Why?" curiously!
莉	Li	4	jasmine	jasmine commands "Li!" yells!
湘	Xiang	1	Hunan Province	Hunan Province sings "Xiang!" cheerfully!
甸	Dian	4	outlying areas	outlying areas commands "Dian!" yells!
滄	Cang	1	dark blue	dark blue sings "Cang!" cheerfully!
穆	Mu	4	reverent	reverent commands "Mu!" yells!
娜	Na	4	na	na commands "Na!" yells!
瓊	Qiong	2	fine jade	fine jade questions "Qiong? Why?" curiously!
琳	Lin	2	gem	gem questions "Lin? Why?" curiously!
鈞	Jun	1	30 catties	30 catties sings "Jun!" cheerfully!
喲	Yo	1	Oh!	Oh! sings "Yo!" cheerfully!
砲	Pao	4	cannon	cannon commands "Pao!" yells!
蒐	Sou	1	search for	search for sings "Sou!" cheerfully!
芙	Fu	2	hibiscus (A)	hibiscus (A) questions "Fu? Why?" curiously!
蓉	Rong	2	cottonrose hibiscus (B)	cottonrose hibiscus (B) questions "Rong? Why?" curiously!
